"index"	"budget"	"keywords"	"original_language"	"title"	"popularity"	"release_date"	"revenue"	"runtime"	"vote_average"	"vote_count"	"genre"	"release_year"	"release_month"	"release_day"	"first_actor"	"first_actor_gender"	"director_first_name"	"director_gender"
659	6.5e+07	"assassination amnesia hostage chase dark comedy"	"en"	"The Long Kiss Goodnight"	15.858629	1996-10-11	89456761	120	6.5	314	"Thriller"	1996	10	11	"Geena Davis"	"female"	"Renny"	"male"
424	8e+07	"tattoo martial arts sniper island mercenary"	"en"	"The Expendables"	77.580661	2010-08-03	274470394	103	6	2926	"Thriller"	2010	8	3	"Sylvester Stallone"	"male"	"Sylvester"	"male"
3208	0	"war space opera clone troopers"	"en"	"Star Wars: Clone Wars: Volume 1"	1.881466	2005-03-21	0	69	8	27	"Action"	2005	3	21	"Tom Kane"	"male"	"Genndy"	NA
3283	8e+06	"indian territory beach stetson san fernando valley strange person"	"en"	"Down in the Valley"	7.433574	2005-05-13	852872	112	5.9	63	"Drama"	2005	5	13	"Edward Norton"	"male"	"David"	"male"
462	8e+07	"senator gulf war canoe kuwait conspiracy"	"en"	"The Manchurian Candidate"	21.394281	2004-07-30	96105964	129	6.2	393	"Drama"	2004	7	30	"Denzel Washington"	"male"	"Jonathan"	"male"
378	1e+08	"submarine soviet union core melt north atlantic nuclear"	"en"	"K-19: The Widowmaker"	15.625949	2002-07-19	35168966	138	6.1	264	"Drama"	2002	7	19	"Harrison Ford"	"male"	"Kathryn"	"female"
1721	2.8e+07	"pizza delivery adventure pizza boy number in title comedy"	"en"	"30 Minutes or Less"	25.039383	2011-08-11	40547440	83	5.6	531	"Comedy"	2011	8	11	"Jesse Eisenberg"	"male"	"Ruben"	"male"
445	8e+07	"beach fictitious marriage blackmail plastic surgery marriage"	"en"	"Just Go with It"	37.02665	2011-02-10	214918407	117	6.3	1543	"Comedy"	2011	2	10	"Adam Sandler"	"male"	"Dennis"	"male"
4423	1e+06	"small town rock star musical idol teenager"	"en"	"Bang Bang Baby"	0.973323	2014-09-08	0	90	6.6	8	"Drama"	2014	9	8	"Jane Levy"	"female"	"Jeffrey"	"male"
3505	0	"asia island mercenary independent film jungle"	"en"	"Men of War"	1.734764	1994-09-04	0	103	5.4	29	"Thriller"	1994	9	4	"Dolph Lundgren"	"male"	"Perry"	"male"
4025	0	"muslim museum jew evidence rabbi"	"en"	"Religulous"	9.774126	2008-10-01	0	101	7.2	197	"Comedy"	2008	10	1	"Bill Maher"	"male"	"Larry"	"male"
4208	0	"gay"	"he"	"The Bubble"	1.49436	2006-06-06	0	114	7.6	20	"Drama"	2006	6	6	"Ohad Knoller"	"male"	"Eytan"	"male"
2138	0	"police brutality psychology police operation police protection serial killer"	"en"	"Copycat"	14.211699	1995-10-27	0	124	6.4	194	"Drama"	1995	10	27	"Sigourney Weaver"	"female"	"Jon"	"male"
4760	0	NA	"en"	"This Is Martin Bonner"	0.76368	2013-06-28	0	83	6.6	4	"Drama"	2013	6	28	"Paul Eenhoorn"	"male"	"Chad"	"male"
4781	22000	"dating divorce sex scene sex comedy anti romantic comedy"	"en"	"Dry Spell"	0.048948	2013-02-14	0	90	6	1	"Comedy"	2013	2	14	"Suzi Lorraine"	"female"	"Travis"	"male"
1482	3e+07	"alien invasion american abroad moscow unlikely heroes failed business"	"en"	"The Darkest Hour"	23.328823	2011-12-22	64626786	89	4.8	469	"Thriller"	2011	12	22	"Emile Hirsch"	"male"	"Chris"	"male"
4773	27000	"salesclerk loser aftercreditsstinger"	"en"	"Clerks"	19.748658	1994-09-13	3151130	92	7.4	755	"Comedy"	1994	9	13	"Brian O'Halloran"	"male"	"Kevin"	"male"
2428	1.7e+07	"male nudity female nudity tattoo gambling corruption"	"en"	"Brooklyn's Finest"	18.790102	2009-01-16	29536299	133	6.2	293	"Drama"	2009	1	16	"Richard Gere"	"male"	"Antoine"	"male"
1013	5e+07	"based on novel soviet union russian murder serial killer"	"en"	"Child 44"	40.371098	2015-03-15	3324330	137	6.1	547	"Thriller"	2015	3	15	"Tom Hardy"	"male"	"Daniel"	"male"
2137	2e+07	"sequel gore leatherface slasher chainsaw"	"en"	"Texas Chainsaw 3D"	26.497025	2013-01-03	47241945	92	5.3	465	"Thriller"	2013	1	3	"Alexandra Daddario"	"female"	"John"	"male"
2122	2e+07	NA	"en"	"Epic Movie"	6.064638	2007-01-25	86865564	86	3.2	326	"Comedy"	2007	1	25	"Kal Penn"	"male"	"Jason"	"male"
2583	1.5e+07	"cia retired agent"	"en"	"The November Man"	45.317278	2014-08-27	32556119	108	6	639	"Thriller"	2014	8	27	"Pierce Brosnan"	"male"	"Roger"	"male"
34	2e+08	"monster dormitory games animation best friend"	"en"	"Monsters University"	89.186492	2013-06-20	743559607	104	7	3528	"Family"	2013	6	20	"Billy Crystal"	"male"	"Dan"	"male"
883	5.2e+07	"con man biography fbi agent overhead camera shot attempted jailbreak"	"en"	"Catch Me If You Can"	73.944049	2002-12-25	352114312	141	7.7	3795	"Drama"	2002	12	25	"Leonardo DiCaprio"	"male"	"Steven"	"male"
2606	1.5e+07	"music life's dream aspiring singer singer teenager"	"en"	"Raise Your Voice"	10.9071	2004-08-10	14867514	103	6	211	"Drama"	2004	8	10	"Hilary Duff"	"female"	"Sean"	"male"
4250	0	"usa capitalism department store protest community"	"en"	"Wal-Mart: The High Cost of Low Price"	1.404175	2005-11-04	0	98	6.9	24	"Documentary"	2005	11	4	"Lee Scott"	"male"	"Robert"	"male"
2278	2.2e+07	"countryside based on novel suicide attempt culture clash loss of family"	"en"	"Dances with Wolves"	45.707835	1990-11-09	424208848	181	7.6	1046	"Drama"	1990	11	9	"Kevin Costner"	"male"	"Kevin"	"male"
2259	0	"sport"	"en"	"The Game of Their Lives"	2.013405	2005-01-01	0	101	5.8	14	"Drama"	2005	1	1	"Gerard Butler"	"male"	"David"	"male"
3580	0	"journalism dance daydream friendship pollution"	"en"	"Doug's 1st Movie"	1.88484	1999-03-26	0	77	5.4	22	"Comedy"	1999	3	26	"Thomas McHugh"	"male"	"Maurice"	"male"
3325	8e+06	"butler dublin maid"	"en"	"Albert Nobbs"	7.802245	2011-12-21	5634828	113	6.2	132	"Drama"	2011	12	21	"Glenn Close"	"male"	"Rodrigo"	"male"
2274	2e+07	"new year's eve fire showdown terrorist embassy"	"en"	"Survivor"	33.625477	2015-05-21	0	96	5.4	404	"Thriller"	2015	5	21	"Pierce Brosnan"	"male"	"James"	"male"
1854	0	"prison diamant liberation of prisoners transport of prisoners interview"	"en"	"Money Talks"	7.615653	1997-08-22	0	97	5.9	87	"Comedy"	1997	8	22	"Chris Tucker"	"male"	"Brett"	"male"
2765	1.3e+07	"new york sex nightclub money drug"	"en"	"54"	11.880899	1998-08-28	16757163	106	5.5	135	"Drama"	1998	8	28	"Ryan Phillippe"	"male"	"Mark"	"male"
4387	650000	"pop culture fan culture documentary toys"	"en"	"A LEGO Brickumentary"	1.631274	2015-07-31	0	93	6.4	55	"Documentary"	2015	7	31	"Jason Bateman"	"male"	"Kief"	"male"
1022	4.7e+07	"prison prostitute karaoke dark comedy cable guy"	"en"	"The Cable Guy"	19.525659	1996-06-10	102825796	96	5.7	594	"Drama"	1996	6	10	"Jim Carrey"	"male"	"Ben"	"male"
2416	1.7e+07	"based on novel love beautiful woman curse teenager"	"en"	"Beastly"	24.054062	2011-01-21	43165571	86	6	849	"Drama"	2011	1	21	"Alex Pettyfer"	"male"	"Daniel"	"male"
110	1.4e+08	"nurse patriotism hawaii world war ii pilot"	"en"	"Pearl Harbor"	34.20669	2001-05-21	449220945	183	6.6	1791	"Romance"	2001	5	21	"Ben Affleck"	"male"	"Michael"	"male"
2544	1.6e+07	"underdog ball kiss high school school party"	"en"	"Not Another Teen Movie"	23.423082	2001-12-07	66468332	89	5.5	431	"Comedy"	2001	12	7	"Chyler Leigh"	"female"	"Joel"	"male"
1522	0	NA	"en"	"Cradle Will Rock"	4.901553	1999-12-10	0	132	7.2	18	"Drama"	1999	12	10	"Hank Azaria"	"male"	"Tim"	"male"
3172	9e+06	"politics suspense"	"en"	"The Contender"	7.029126	2000-10-13	0	126	6.7	60	"Drama"	2000	10	13	"Gary Oldman"	"male"	"Rod"	"male"
2161	0	"australian chase"	"en"	"Quigley Down Under"	11.360997	1990-10-17	0	119	6.5	119	"Drama"	1990	10	17	"Tom Selleck"	"male"	"Simon"	"male"
952	5e+07	"detective undercover security camera carousel  investigation"	"en"	"Beverly Hills Cop III"	20.333953	1994-05-24	119208989	104	5.5	434	"Comedy"	1994	5	24	"Eddie Murphy"	"male"	"John"	"male"
2355	1.8e+07	"virgin cheerleader graduation high school aspen"	"en"	"I Love You, Beth Cooper"	14.15192	2009-07-10	0	102	5.1	197	"Comedy"	2009	7	10	"Hayden Panettiere"	"male"	"Chris"	"male"
1500	3.2e+07	"rape monster panic friendship celebrity"	"en"	"This Is the End"	38.21708	2013-06-12	126041322	107	6.3	2359	"Comedy"	2013	6	12	"James Franco"	"male"	"Seth"	"male"
922	5e+07	"cataclysm code suspense end of the world time capsule"	"en"	"Knowing"	32.693093	2009-03-19	155446362	121	5.9	1486	"Drama"	2009	3	19	"Nicolas Cage"	"male"	"Alex"	"male"
4179	0	"teenage love"	"ta"	"Vaalu"	0.320387	2015-08-14	0	155	6.7	5	"Comedy"	2015	8	14	"Silambarasan Hansika"	NA	"Vijay"	"male"
739	6e+07	"london england terrorist terrorist attack"	"en"	"London Has Fallen"	61.849521	2016-03-02	205754447	99	5.8	1621	"Thriller"	2016	3	2	"Gerard Butler"	"male"	"Babak"	"male"
330	7.9e+07	"elves orcs middle-earth (tolkien) hobbit based on novel"	"en"	"The Lord of the Rings: The Two Towers"	106.914973	2002-12-18	926287400	179	8	7487	"Action"	2002	12	18	"Elijah Wood"	"male"	"Peter"	"male"
608	7e+07	"male nudity sex legs soho london playing god"	"en"	"Basic Instinct 2"	13.483387	2006-03-29	38629478	114	4.6	180	"Thriller"	2006	3	29	"Sharon Stone"	"female"	"Michael"	"male"
4051	0	"christian film sex trafficking"	"en"	"8 Days"	0.015295	2014-06-15	0	90	0	0	"Drama"	2014	6	15	"Nicole Smolen"	"female"	"Jaco"	"male"
2154	2e+07	"police los angeles"	"en"	"Street Kings"	18.666876	2008-04-10	65569869	109	6.3	363	"Drama"	2008	4	10	"Keanu Reeves"	"male"	"David"	"male"
1834	2.5e+07	NA	"en"	"Parental Guidance"	14.604911	2012-12-25	119772232	104	5.7	210	"Comedy"	2012	12	25	"Billy Crystal"	"male"	"Andy"	"male"
1842	2.5e+07	"london england scotland parents kids relationship becoming an adult fantasy"	"en"	"Finding Neverland"	34.160448	2004-10-17	116766556	106	7.2	1223	"Drama"	2004	10	17	"Johnny Depp"	"male"	"Marc"	"male"
